SIGNAL_ID,LOCATION_NAME,SIGNAL_TYPE,SIGNAL_STATUS,ATD_LOCATION_ID,COA_INTERSECTION_ID,COMM_PLAN,CONTROL,COUNCIL_DISTRICT,PRIMARY_ST,PRIMARY_ST_AKA,CROSS_ST,CROSS_ST_AKA,CROSS_ST_SEGMENT_ID,LANDMARK,IP_CONTROL,IP_SWITCH,PRIMARY_SIGNAL,JURISDICTION_LABEL,PRIMARY_ST_SEGMENT_ID,SIGNAL_ENG_AREA,SWITCH_COMM,TRAFFIC_ENG_AREA,TURN_ON_DATE,MODIFIED_DATE,LOCATION,LATITUDE,LONGITUDE,CROSS_ST_BLOCK,PRIMARY_ST_BLOCK,SIGNAL_PM_MAX_FISCAL_YEAR,PEDESTRIAN_SIGNAL_TYPE,SECONDARY_SIGNALS,SOURCE_DB_ID,IP_COMM_STATUS,COMM_STATUS_DATETIME_UTC,OWNER,DETECTION_STATUS,DETECTION_STATUS_DATE,CONSTRUCTION_NOTE,CONSTRUCTION_NOTE_DATE,LOCATION_LATITUDE,LOCATION_LONGITUDE
473,LAMAR BLVD / THURMOND ST,TRAFFIC,TURNED_ON,LOC16-002320,5161271,,PRIMARY,4,LAMAR BLVD,,THURMOND ST,,2011138,,1,1,,AUSTIN FULL PURPOSE,2011137,NORTH,Both,,04/22/1981,09/20/2016 07:00:00 PM +0000,"(30.3533516, -97.7056351)",30.3533516,-97.7056351,801,8500,2017,COUNTDOWN,,5817c08ee052e0422be6c796,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.3533516,-97.7056351
472,2ND ST / SAN ANTONIO ST,TRAFFIC,TURNED_ON,LOC16-002315,5156060,,PRIMARY,9,2ND ST,,SAN ANTONIO ST,,2018922,,1,1,,AUSTIN FULL PURPOSE,2018946,CENTRAL,Both,,,09/20/2016 07:00:00 PM +0000,"(30.2655945, -97.7487335)",30.2655945,-97.7487335,200,400,,WALK/DONT WALK,,5817c08de052e0422be6c794,ONLINE,05/12/2017 06:51:00 PM +0000,COA,NO DETECTION,,,,30.2655945,-97.7487335
471,LAMAR BLVD / MORROW ST,TRAFFIC,TURNED_ON,LOC16-002310,5160315,,PRIMARY,7,LAMAR BLVD,,MORROW ST,,2012550,,1,1,,AUSTIN FULL PURPOSE,2012549,NORTH,Both,,02/24/1976,09/20/2016 07:00:00 PM +0000,"(30.3439732, -97.7149658)",30.3439732,-97.7149658,701,7500,2017,COUNTDOWN,,5817c08de052e0422be6c792,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.3439732,-97.7149658
470,ST JOHNS AVE / GUADALUPE ST,TRAFFIC,TURNED_ON,LOC16-002305,5160403,,PRIMARY,4,ST JOHNS AVE,,GUADALUPE ST,,2011664,,1,1,,AUSTIN FULL PURPOSE,2011665,NORTH,Both,,03/25/1981,09/20/2016 07:00:00 PM +0000,"(30.3378239, -97.7144089)",30.3378239,-97.7144089,7200,600,2017,WALK/DONT WALK,,5817c08de052e0422be6c790,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.3378239,-97.7144089
469,BRAKER LN / LAMAR BLVD,TRAFFIC,TURNED_ON,LOC16-002300,5163282,,PRIMARY,4,BRAKER LN,,LAMAR BLVD,,2012537,,1,1,,AUSTIN FULL PURPOSE,2012539,NORTH,Both,,06/10/1987,09/20/2016 07:00:00 PM +0000,"(30.3819351, -97.6863708)",30.3819351,-97.6863708,11300,700,2015,WALK/DONT WALK,,5817c08de052e0422be6c78e,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.3819351,-97.6863708
824,FM 620 RD / PARMER LN,TRAFFIC,TURNED_ON,LOC16-004055,5153208,,SECONDARY,6,FM 620 RD,,PARMER LN,,3261923,,0,1,825: FM 620 RD / PARMER LN,AUSTIN FULL PURPOSE,2045100,NORTH,Both,,01/08/2002,09/20/2016 07:00:00 PM +0000,"(30.4768219, -97.7649765)",30.4768219,-97.7649765,9200,13906,2017,NONE,,5817c0aee052e0422be6ca7e,OFFLINE,,TxDOT,OK,06/22/2017 07:00:00 PM +0000,,,30.4768219,-97.7649765
819,MOPAC EXPY SVRD / BARTON SKWY,TRAFFIC,TURNED_ON,LOC16-004030,5151208,,SECONDARY,8,MOPAC EXPY SVRD,,BARTON SKWY,,2041235,,0,0,818:  MOPAC EXPY SVRD / BARTON SKWY,AUSTIN FULL PURPOSE,2021604,SOUTH,None,,07/28/1993,09/20/2016 07:00:00 PM +0000,"(30.2633686, -97.7898788)",30.2633686,-97.7898788,2999,1200,2017,UNKNOWN,,5817c0aee052e0422be6ca74,OFFLINE,,TxDOT,OK,06/22/2017 07:00:00 PM +0000,,,30.2633686,-97.7898788
467,BRAKER LN / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-002290,5164497,,PRIMARY,1,BRAKER LN,,IH 35 SVRD,,2012605,,1,1,,AUSTIN FULL PURPOSE,2010282,NORTH,Both,,01/28/1985,09/20/2016 07:00:00 PM +0000,"(30.3769493, -97.6755829)",30.3769493,-97.6755829,11300,800,2017,WALK/DONT WALK,468:  BRAKER LN / 35 SVRD,5817c08de052e0422be6c78a,ONLINE,05/12/2017 06:51:00 PM +0000,TxDOT,BROKEN,06/25/2017 07:00:00 PM +0000,,,30.3769493,-97.6755829
464,BURNET RD / KRAMER LN,TRAFFIC,TURNED_ON,LOC16-002275,5159550,,PRIMARY,7,BURNET RD,,KRAMER LN,,2037131,,1,1,,AUSTIN FULL PURPOSE,2036004,NORTH,Both,,01/19/1978,09/20/2016 07:00:00 PM +0000,"(30.3952026, -97.7203979)",30.3952026,-97.7203979,2625,10800,,WALK/DONT WALK,,5817c08de052e0422be6c784,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.3952026,-97.7203979
20,MARTIN LUTHER KING JR BLVD / RIO GRANDE ST,TRAFFIC,TURNED_ON,LOC16-000095,5156606,,PRIMARY,9,MARTIN LUTHER KING JR BLVD,,RIO GRANDE ST,,2017797,,1,1,,AUSTIN FULL PURPOSE,2017723,CENTRAL,Both,,,09/20/2016 07:00:00 PM +0000,"(30.2825451, -97.7448349)",30.2825451,-97.7448349,1800,700,,UNKNOWN,,5817c079e052e0422be6c41c,ONLINE,05/12/2017 06:44:00 PM +0000,COA,OK,06/13/2017 07:00:00 PM +0000,,,30.2825451,-97.7448349
19,METRIC BLVD / SCOFIELD LN,TRAFFIC,TURNED_ON,LOC16-000090,5162936,,PRIMARY,7,METRIC BLVD,,SCOFIELD LN,,2006204,,1,1,,AUSTIN FULL PURPOSE,3270535,NORTH,Both,,06/23/2004,09/20/2016 07:00:00 PM +0000,"(30.4151459, -97.6883698)",30.4151459,-97.6883698,1701,12554,2017,WALK/DONT WALK,,5817c079e052e0422be6c41a,ONLINE,05/12/2017 06:44:00 PM +0000,COA,NO DETECTION,,,,30.4151459,-97.6883698
5,KOENIG LN / LAMAR BLVD,TRAFFIC,TURNED_ON,LOC16-000020,5159119,,PRIMARY,4,KOENIG LN,,LAMAR BLVD,,2012199,,1,1,,AUSTIN FULL PURPOSE,2040437,NORTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.325943, -97.7263336)",30.325943,-97.7263336,5630,600,2017,COUNTDOWN,,58164b9af9195edb2a5e3a0d,ONLINE,05/12/2017 06:44:00 PM +0000,COA,OK,06/13/2017 07:00:00 PM +0000,,,30.325943,-97.7263336
810,GREAT HILLS TRL / RESEARCH BLVD SVRD,TRAFFIC,TURNED_ON,LOC16-003985,5155951,,SECONDARY,10,GREAT HILLS TRL,,RESEARCH BLVD SVRD,,2012557,,0,0,811:  GREAT HILLS TRL / RESEARCH BLVD SVRD,AUSTIN FULL PURPOSE,2012349,NORTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.3940792, -97.7459869)",30.3940792,-97.7459869,10100,10001,2017,WALK/DONT WALK,,5817c0ace052e0422be6ca5f,OFFLINE,,TxDOT,OK,06/22/2017 07:00:00 PM +0000,,,30.3940792,-97.7459869
809,BRAKER LN / RESEARCH BLVD SVRD,TRAFFIC,TURNED_ON,LOC16-003980,5156003,,SECONDARY,7,BRAKER LN,,RESEARCH BLVD SVRD,,2045497,,0,0,808:  BRAKER LN / RESEARCH BLVD SVRD,AUSTIN FULL PURPOSE,2006602,NORTH,Both,,03/15/1986,09/20/2016 07:00:00 PM +0000,"(30.4003582, -97.7454987)",30.4003582,-97.7454987,10900,4500,2017,COUNTDOWN,,5817c0ace052e0422be6ca5d,OFFLINE,,TxDOT,OK,06/22/2017 07:00:00 PM +0000,,,30.4003582,-97.7454987
807,PARMER LN / SILVER CREEK DR,TRAFFIC,TURNED_ON,LOC16-003970,5160040,,SECONDARY,7,PARMER LN,,SILVER CREEK DR,,2005784,,0,1,994:  AMHERST DR / PARMER LN,AUSTIN FULL PURPOSE,2005807,NORTH,Both,,08/21/1990,09/20/2016 07:00:00 PM +0000,"(30.4254665, -97.7152405)",30.4254665,-97.7152405,12600,3900,,WALK/DONT WALK,,5817c0ace052e0422be6ca58,OFFLINE,,COA,OK,06/22/2017 07:00:00 PM +0000,,,30.4254665,-97.7152405
803,BALCONES WOODS DR / RESEARCH BLVD SVRD,TRAFFIC,TURNED_ON,LOC16-003950,5156097,,SECONDARY,6,BALCONES WOODS DR,,RESEARCH BLVD SVRD,,2042668,,0,0,804:  BALCONES WOODS DR / RESEARCH BLVD SVRD,AUSTIN FULL PURPOSE,2006450,NORTH,Both,,04/06/1977,09/20/2016 07:00:00 PM +0000,"(30.4078579, -97.7447128)",30.4078579,-97.7447128,11200,5013,2017,WALK/DONT WALK,,5817c0ace052e0422be6ca50,OFFLINE,,TxDOT,OK,06/22/2017 07:00:00 PM +0000,,,30.4078579,-97.7447128
780,FM 1825 RD / WELLS BRANCH PKWY,TRAFFIC,TURNED_ON,LOC16-003925,5165178,,PRIMARY,7,FM 1825 RD,,WELLS BRANCH PKWY,,2005396,,0,0,,AUSTIN FULL PURPOSE,2005382,NORTH,Both,,,04/11/2017 10:45:00 AM +0000,"(30.4411678, -97.6661758)",30.4411678,-97.6661758,1511,14902,2017,WALK/DONT WALK,,5817c0abe052e0422be6ca45,OFFLINE,,TxDOT,NO DETECTION,,,,30.4411678,-97.6661758
797,WELLS BRANCH PKWY / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-003920,5164931,,SECONDARY,7,WELLS BRANCH PKWY,,IH 35 SVRD,,2005415,,0,0,796:  WELLS BRANCH PKWY / 35 SVRD,AUSTIN FULL PURPOSE,2005414,NORTH,Both,,01/09/2008,09/20/2016 07:00:00 PM +0000,"(30.4402599, -97.6693268)",30.4402599,-97.6693268,14800,1514,2017,UNKNOWN,,5817c0abe052e0422be6ca43,OFFLINE,,TxDOT,OK,06/22/2017 07:00:00 PM +0000,,,30.4402599,-97.6693268
463,BURNET RD / PALM WAY (IBM DRIVEWAY),TRAFFIC,TURNED_ON,LOC16-002270,5159845,,PRIMARY,7,BURNET RD,,PALM WAY,,3282237,IBM DRIVEWAY,1,1,,AUSTIN FULL PURPOSE,3321609,NORTH,Both,,06/01/1977,09/20/2016 07:00:00 PM +0000,"(30.4022865, -97.7176056)",30.4022865,-97.7176056,2901,11700,,WALK/DONT WALK,,5817c08de052e0422be6c782,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.4022865,-97.7176056
462,BRAKER LN / BURNET RD,TRAFFIC,TURNED_ON,LOC16-002265,5159410,,PRIMARY,7,BRAKER LN,,BURNET RD,,2009783,,1,1,,AUSTIN FULL PURPOSE,3257484,NORTH,Both,,03/13/1986,09/20/2016 07:00:00 PM +0000,"(30.3911648, -97.7218094)",30.3911648,-97.7218094,10700,2512,2016,WALK/DONT WALK,,5817c08de052e0422be6c780,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.3911648,-97.7218094
461,BURNET RD / RUTLAND DR,TRAFFIC,TURNED_ON,LOC16-002260,5159209,,PRIMARY,7,BURNET RD,,RUTLAND DR,,2010078,,1,1,,AUSTIN FULL PURPOSE,2010041,NORTH,Both,,07/10/1973,09/20/2016 07:00:00 PM +0000,"(30.3834267, -97.7240753)",30.3834267,-97.7240753,2401,10000,2017,WALK/DONT WALK,,5817c08de052e0422be6c77e,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.3834267,-97.7240753
460,BURNET RD / LONGHORN BLVD,TRAFFIC,TURNED_ON,LOC16-002255,5159117,,PRIMARY,7,BURNET RD,,LONGHORN BLVD,,2039610,,1,1,,AUSTIN FULL PURPOSE,2010180,NORTH,Both,,05/31/1978,09/20/2016 07:00:00 PM +0000,"(30.3800125, -97.7248764)",30.3800125,-97.7248764,2601,9608,2017,WALK/DONT WALK,,5817c08de052e0422be6c77c,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.3800125,-97.7248764
459,BRAKER LN / KRAMER LN,TRAFFIC,TURNED_ON,LOC16-002250,5160273,,PRIMARY,4,BRAKER LN,,KRAMER LN,,2009788,,0,0,,AUSTIN FULL PURPOSE,3255928,NORTH,None,,07/30/1986,09/20/2016 07:00:00 PM +0000,"(30.3908577, -97.7140121)",30.3908577,-97.7140121,2301,2219,2016,WALK/DONT WALK,,5817c08de052e0422be6c77a,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.3908577,-97.7140121
458,BURNET RD / GAULT LN,TRAFFIC,TURNED_ON,LOC16-002245,5160013,,PRIMARY,7,BURNET RD,,GAULT LN,,3555818,,1,1,,AUSTIN FULL PURPOSE,3321609,NORTH,Both,,08/23/1986,09/20/2016 07:00:00 PM +0000,"(30.4049339, -97.7160492)",30.4049339,-97.7160492,2901,11700,,WALK/DONT WALK,,5817c08de052e0422be6c778,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.4049339,-97.7160492
457,LAMAR BLVD / MASTERSON PASS,TRAFFIC,TURNED_ON,LOC16-002240,5162641,,PRIMARY,4,LAMAR BLVD,,MASTERSON PASS,,2039769,,1,1,,AUSTIN FULL PURPOSE,2010443,NORTH,Both,,11/08/1987,09/20/2016 07:00:00 PM +0000,"(30.3711758, -97.6924591)",30.3711758,-97.6924591,305,10200,2015,WALK/DONT WALK,,5817c08de052e0422be6c776,ONLINE,05/12/2017 06:51:00 PM +0000,COA,NO DETECTION,,,,30.3711758,-97.6924591
456,BRAKER LN / METRIC BLVD,TRAFFIC,TURNED_ON,LOC16-002235,5160898,,PRIMARY,4,BRAKER LN,,METRIC BLVD,,2012364,,0,0,,AUSTIN FULL PURPOSE,3255913,NORTH,None,,02/02/1988,09/20/2016 07:00:00 PM +0000,"(30.3923416, -97.7082825)",30.3923416,-97.7082825,11301,1910,2016,WALK/DONT WALK,,5817c08de052e0422be6c774,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/25/2017 07:00:00 PM +0000,,,30.3923416,-97.7082825
455,METRIC BLVD / PARMER LN,TRAFFIC,TURNED_ON,LOC16-002230,5162712,,PRIMARY,7,METRIC BLVD,,PARMER LN,,2038266,,0,1,,AUSTIN FULL PURPOSE,2006333,NORTH,Both,,05/16/1989,09/20/2016 07:00:00 PM +0000,"(30.4132328, -97.6905823)",30.4132328,-97.6905823,1601,12420,2017,COUNTDOWN,,5817c08de052e0422be6c772,ONLINE,05/12/2017 06:51:00 PM +0000,COA,BROKEN,06/25/2017 07:00:00 PM +0000,,,30.4132328,-97.6905823
453,WELLS BRANCH PKWY / OWEN TECH BLVD,TRAFFIC,TURNED_ON,LOC16-002225,5164682,,PRIMARY,,WELLS BRANCH PKWY,,OWEN TECH BLVD,,3272388,,0,0,,AUSTIN 2 MILE ETJ,2038884,NORTH,None,,06/30/2016,09/20/2016 07:00:00 PM +0000,"(30.43887911, -97.67208725)",30.43887911,-97.67208725,14435,1714,2017,COUNTDOWN,,5817c08de052e0422be6c770,OFFLINE,,Travis County,NO DETECTION,,,,30.43887911,-97.67208725
450,STECK AVE / MOPAC EXPY SVRD,TRAFFIC,TURNED_ON,LOC16-002210,5156695,,PRIMARY,10,STECK AVE,,MOPAC EXPY SVRD,,2012463,,0,0,,AUSTIN FULL PURPOSE,2012396,NORTH,Controller Only,,,09/20/2016 07:00:00 PM +0000,"(30.3679314, -97.7419205)",30.3679314,-97.7419205,8200,3451,2017,COUNTDOWN,449:  STECK AVE / MOPAC EXPY SVRD,5817c08de052e0422be6c76a,OFFLINE,08/03/2017 10:17:00 AM +0000,TxDOT,NO DETECTION,,,,30.3679314,-97.7419205
443,NORTHLAND DR / MARILYN DR,TRAFFIC,TURNED_ON,LOC16-002175,5155406,,PRIMARY,7,NORTHLAND DR,,MARILYN DR,,2011843,,0,1,,AUSTIN FULL PURPOSE,2011844,NORTH,Both,,02/21/1983,09/20/2016 07:00:00 PM +0000,"(30.3345642, -97.7515335)",30.3345642,-97.7515335,5700,2916,,WALK/DONT WALK,,5817c08ce052e0422be6c75c,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/15/2017 07:00:00 PM +0000,,,30.3345642,-97.7515335
793,SOUTHWEST PKWY / MOPAC EXPY SVRD,TRAFFIC,TURNED_ON,LOC16-003900,5148451,,SECONDARY,8,SOUTHWEST PKWY,,MOPAC EXPY SVRD,,2026286,,0,1,794:  SOUTHWEST PKWY / MOPAC EXPY SVRD,AUSTIN FULL PURPOSE,2026608,SOUTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.2377434, -97.8236008)",30.2377434,-97.8236008,4950,3900,2017,NONE,,5817c0abe052e0422be6ca3a,OFFLINE,,TxDOT,OK,06/22/2017 07:00:00 PM +0000,,,30.2377434,-97.8236008
792,US 290 HWY SVRD / MOPAC EXPY SVRD,TRAFFIC,TURNED_ON,LOC16-003895,5148304,,SECONDARY,8,US 290 HWY SVRD,,MOPAC EXPY SVRD,,2026590,,0,1,790: US 290 HWY SVRD / MOPAC EXPY SVRD,AUSTIN FULL PURPOSE,2026558,SOUTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.2351933, -97.8256607)",30.2351933,-97.8256607,5200,5063,2017,NONE,,5817c0aae052e0422be6ca36,OFFLINE,,TxDOT,OK,06/22/2017 07:00:00 PM +0000,,,30.2351933,-97.8256607
791,US 290 HWY SVRD / MOPAC EXPY SVRD,TRAFFIC,TURNED_ON,LOC16-003890,5148341,,SECONDARY,8,US 290 HWY SVRD,,MOPAC EXPY SVRD,,2026629,,0,1,789: US 290 HWY SVRD / MOPAC EXPY SVRD,AUSTIN FULL PURPOSE,2026630,SOUTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.2364445, -97.8250198)",30.2364445,-97.8250198,5096,5064,2017,NONE,,5817c0aae052e0422be6ca34,OFFLINE,,TxDOT,OK,06/22/2017 07:00:00 PM +0000,,,30.2364445,-97.8250198
788,MOPAC EXPY / SLAUGHTER LN,TRAFFIC,TURNED_ON,LOC16-003875,5144822,,SECONDARY,8,MOPAC EXPY,,SLAUGHTER LN,,2026277,,0,1,787:  MOPAC EXPY / SLAUGHTER LN,AUSTIN FULL PURPOSE,2043044,SOUTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.2009945, -97.8668747)",30.2009945,-97.8668747,5200,8100,2017,WALK/DONT WALK,,5817c0aae052e0422be6ca2e,OFFLINE,,TxDOT,OK,06/22/2017 07:00:00 PM +0000,,,30.2009945,-97.8668747
782,MOPAC EXPY / LA CROSSE AVE,TRAFFIC,TURNED_ON,LOC16-003845,5144408,,SECONDARY,8,MOPAC EXPY,,LA CROSSE AVE,,2027124,,0,0,781:  MOPAC EXPY / LA CROSSE AVE,AUSTIN FULL PURPOSE,2027056,SOUTH,None,,08/01/2001,09/20/2016 07:00:00 PM +0000,"(30.1910591, -97.8745499)",30.1910591,-97.8745499,5301,10216,2017,WALK/DONT WALK,,5817c0a9e052e0422be6ca1f,OFFLINE,,COA,OK,06/22/2017 07:00:00 PM +0000,,,30.1910591,-97.8745499
442,MOPAC EXPY / NORTHLAND DR,TRAFFIC,TURNED_ON,LOC16-002170,5155147,,PRIMARY,7,MOPAC EXPY,,NORTHLAND DR,,2011825,,0,1,,AUSTIN FULL PURPOSE,2013696,NORTH,Both,,11/02/1975,09/20/2016 07:00:00 PM +0000,"(30.3355293, -97.7537231)",30.3355293,-97.7537231,3000,5300,2017,COUNTDOWN,,5817c08be052e0422be6c75a,ONLINE,05/12/2017 06:51:00 PM +0000,TxDOT,OK,06/15/2017 07:00:00 PM +0000,,,30.3355293,-97.7537231
441,NORTHLAND DR / MOPAC EXPY SVRD,TRAFFIC,TURNED_ON,LOC16-002165,5154860,,PRIMARY,10,NORTHLAND DR,,MOPAC EXPY SVRD,,3200428,,0,1,,AUSTIN FULL PURPOSE,2013467,NORTH,Both,,12/18/1977,09/20/2016 07:00:00 PM +0000,"(30.3367844, -97.7559586)",30.3367844,-97.7559586,5700,3300,2017,COUNTDOWN,,5817c08be052e0422be6c758,ONLINE,05/12/2017 06:51:00 PM +0000,TxDOT,NO DETECTION,,,,30.3367844,-97.7559586
440,NORTHLAND DR / BALCONES DR,TRAFFIC,TURNED_ON,LOC16-002160,5154729,,PRIMARY,10,NORTHLAND DR,,BALCONES DR,,2013486,,0,1,,AUSTIN FULL PURPOSE,2013457,NORTH,Both,,11/13/1969,09/20/2016 07:00:00 PM +0000,"(30.3374195, -97.7570496)",30.3374195,-97.7570496,5400,3400,2016,WALK/DONT WALK,,5817c08be052e0422be6c756,ONLINE,08/14/2017 09:50:00 AM +0000,COA,OK,06/15/2017 07:00:00 PM +0000,,,30.3374195,-97.7570496
439,FM 2222 RD / NORTHLAND DR,TRAFFIC,TURNED_ON,LOC16-002155,5154483,,PRIMARY,10,FM 2222 RD,,NORTHLAND DR,,2013452,,0,1,,AUSTIN FULL PURPOSE,2013439,NORTH,Both,,10/09/1985,04/11/2017 11:06:00 AM +0000,"(30.3384666, -97.7589417)",30.3384666,-97.7589417,3453,3500,2016,WALK/DONT WALK,,5817c08be052e0422be6c754,OFFLINE,08/03/2017 10:17:00 AM +0000,COA,OK,09/16/2015 07:00:00 PM +0000,,,30.3384666,-97.7589417
438,WELLS BRANCH PKWY / WELLS PORT DR,TRAFFIC,TURNED_ON,LOC16-002150,5164404,,PRIMARY,,WELLS BRANCH PKWY,,WELLS PORT DR,,2005524,,0,0,,AUSTIN 2 MILE ETJ,2005523,NORTH,Both,,09/19/1990,09/20/2016 07:00:00 PM +0000,"(30.4359074, -97.6749344)",30.4359074,-97.6749344,14300,1762,2017,UNKNOWN,,5817c08be052e0422be6c752,ONLINE,05/12/2017 06:51:00 PM +0000,Travis County,OK,04/28/2016 07:00:00 PM +0000,,,30.4359074,-97.6749344
437,THERMAL DR / WELLS BRANCH PKWY,TRAFFIC,TURNED_ON,LOC16-002145,5164179,,PRIMARY,,THERMAL DR,,WELLS BRANCH PKWY,,2005565,,0,0,,AUSTIN 2 MILE ETJ,3270804,NORTH,Both,,09/09/1990,09/20/2016 07:00:00 PM +0000,"(30.4349728, -97.6771927)",30.4349728,-97.6771927,1812,14059,2017,UNKNOWN,,5817c08be052e0422be6c750,ONLINE,05/12/2017 06:51:00 PM +0000,Travis County,OK,09/29/2015 07:00:00 PM +0000,,,30.4349728,-97.6771927
436,METRIC BLVD / CEDAR BEND DR,TRAFFIC,TURNED_ON,LOC16-002140,5162014,,PRIMARY,7,METRIC BLVD,,CEDAR BEND DR,,2006423,,0,0,,AUSTIN FULL PURPOSE,2039288,NORTH,None,,,09/20/2016 07:00:00 PM +0000,"(30.4082737, -97.6969833)",30.4082737,-97.6969833,1913,12200,2017,WALK/DONT WALK,,5817c08be052e0422be6c74e,ONLINE,05/12/2017 06:51:00 PM +0000,COA,BROKEN,06/15/2017 07:00:00 PM +0000,,,30.4082737,-97.6969833
435,HOWARD LN / METRIC BLVD,TRAFFIC,TURNED_ON,LOC16-002135,5164254,,PRIMARY,,HOWARD LN,,METRIC BLVD,,3270763,,1,1,,AUSTIN 2 MILE ETJ,2039025,NORTH,Both,,,09/20/2016 07:00:00 PM +0000,"(30.4267941, -97.6766815)",30.4267941,-97.6766815,13600,1510,2017,WALK/DONT WALK,,5817c08be052e0422be6c74c,ONLINE,05/12/2017 06:51:00 PM +0000,Travis County,OK,12/13/2015 06:00:00 PM +0000,,,30.4267941,-97.6766815
434,WILLIAM CANNON DR / BRUSH COUNTRY RD,TRAFFIC,TURNED_ON,LOC16-002130,5146898,,PRIMARY,8,WILLIAM CANNON DR,,BRUSH COUNTRY RD,,2024508,,0,0,,AUSTIN FULL PURPOSE,3260627,SOUTH,Switch Deployed,,07/18/1989,09/20/2016 07:00:00 PM +0000,"(30.2233868, -97.8416977)",30.2233868,-97.8416977,6701,4600,2016,COUNTDOWN,,5817c08be052e0422be6c74a,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/15/2017 07:00:00 PM +0000,,,30.2233868,-97.8416977
433,WILLIAM CANNON DR / BECKETT RD,TRAFFIC,TURNED_ON,LOC16-002125,5145695,,PRIMARY,8,WILLIAM CANNON DR,,BECKETT RD,,2024342,,0,0,,AUSTIN FULL PURPOSE,2024343,SOUTH,Switch Deployed,,09/26/1988,09/20/2016 07:00:00 PM +0000,"(30.2249718, -97.8549728)",30.2249718,-97.8549728,6807,5400,2016,WALK/DONT WALK,,5817c08be052e0422be6c748,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/15/2017 07:00:00 PM +0000,,,30.2249718,-97.8549728
432,BRODIE LN / SLAUGHTER LN,TRAFFIC,TURNED_ON,LOC16-002120,5146294,,PRIMARY,5,BRODIE LN,,SLAUGHTER LN,,2025841,,0,1,,AUSTIN FULL PURPOSE,2026125,SOUTH,Both,,09/21/1988,09/20/2016 07:00:00 PM +0000,"(30.1835499, -97.8497925)",30.1835499,-97.8497925,3500,10000,2017,WALK/DONT WALK,,5817c08be052e0422be6c746,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,06/15/2017 07:00:00 PM +0000,,,30.1835499,-97.8497925
431,BRODIE LN / CONVICT HILL RD,TRAFFIC,TURNED_ON,LOC16-002115,5147816,,PRIMARY,5,BRODIE LN,,CONVICT HILL RD,,2041786,,0,1,,AUSTIN FULL PURPOSE,2043034,SOUTH,Both,,03/22/1987,09/20/2016 07:00:00 PM +0000,"(30.2113571, -97.8319168)",30.2113571,-97.8319168,3501,7010,2017,WALK/DONT WALK,,5817c08be052e0422be6c744,ONLINE,05/12/2017 06:51:00 PM +0000,COA,OK,10/06/2015 07:00:00 PM +0000,,,30.2113571,-97.8319168
772,MANOR RD / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-003800,5159192,,SECONDARY,1,MANOR RD,,IH 35 SVRD,,3370813,,1,1,773:  MANOR RD / 35 SVRD,AUSTIN FULL PURPOSE,2017672,CENTRAL,Both,,09/18/2001,09/20/2016 07:00:00 PM +0000,"(30.2829857, -97.7269211)",30.2829857,-97.7269211,2300,914,2017,WALK/DONT WALK,,5817c0a7e052e0422be6ca09,OFFLINE,,TxDOT,OK,06/22/2017 07:00:00 PM +0000,,,30.2829857,-97.7269211
